fips5,Location,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,1950_PctChg,1960_PctChg,1970_PctChg,1980_PctChg,1990_PctChg,2000_PctChg,2010_PctChg,2020_PctChg,2030_PctChg,2040_PctChg,2050_PctChg
18119,Owen County,11763.0,11400.0,12163.0,15841.0,17281.0,21786.0,21575.0,21321.0,21307.0,20284.0,18831.0,,-0.0309,0.0669,0.3024,0.0909,0.2607,-0.0097,-0.0118,-0.0007,-0.048,-0.0716
18121,Parke County,15674.0,14804.0,14600.0,16372.0,15410.0,17241.0,17339.0,16156.0,16233.0,15285.0,14346.0,,-0.0555,-0.0138,0.1214,-0.0588,0.1188,0.0057,-0.0682,0.0048,-0.0584,-0.0614
18123,Perry County,17367.0,17232.0,19075.0,19346.0,19107.0,18899.0,19338.0,19170.0,18914.0,18110.0,16911.0,,-0.0078,0.107,0.0142,-0.0124,-0.0109,0.0232,-0.0087,-0.0134,-0.0425,-0.0662
18125,Pike County,14995.0,12797.0,12281.0,13465.0,12509.0,12837.0,12845.0,12250.0,11779.0,11147.0,10439.0,,-0.1466,-0.0403,0.0964,-0.071,0.0262,0.0006,-0.0463,-0.0384,-0.0537,-0.0635
18127,Porter County,40076.0,60279.0,87114.0,119816.0,128932.0,146798.0,164343.0,173215.0,178658.0,181357.0,182942.0,,0.5041,0.4452,0.3754,0.0761,0.1386,0.1195,0.054,0.0314,0.0151,0.0087
18129,Posey County,19818.0,19214.0,21740.0,26414.0,25968.0,27061.0,25910.0,25222.0,24436.0,22825.0,21478.0,,-0.0305,0.1315,0.215,-0.0169,0.0421,-0.0425,-0.0266,-0.0312,-0.0659,-0.059
18131,Pulaski County,12493.0,12837.0,12534.0,13258.0,12643.0,13755.0,13402.0,12514.0,12061.0,11263.0,10353.0,,0.0275,-0.0236,0.0578,-0.0464,0.088,-0.0257,-0.0663,-0.0362,-0.0662,-0.0808
18133,Putnam County,22950.0,24927.0,26932.0,29163.0,30315.0,36019.0,37963.0,36726.0,37938.0,37395.0,36342.0,,0.0861,0.0804,0.0828,0.0395,0.1882,0.054,-0.0326,0.033,-0.0143,-0.0282
18135,Randolph County,27141.0,28434.0,28915.0,29997.0,27148.0,27401.0,26171.0,24502.0,23331.0,21619.0,19922.0,,0.0476,0.0169,0.0374,-0.095,0.0093,-0.0449,-0.0638,-0.0478,-0.0734,-0.0785
18137,Ripley County,18763.0,20641.0,21138.0,24398.0,24616.0,26523.0,28818.0,28995.0,29500.0,29054.0,28127.0,,0.1001,0.0241,0.1542,0.0089,0.0775,0.0865,0.0061,0.0174,-0.0151,-0.0319
18139,Rush County,19799.0,20393.0,20352.0,19604.0,18129.0,18261.0,17392.0,16752.0,16820.0,16345.0,15570.0,,0.03,-0.002,-0.0368,-0.0752,0.0073,-0.0476,-0.0368,0.0041,-0.0282,-0.0474
18141,St. Joseph County,205058.0,238614.0,245045.0,241617.0,247052.0,265559.0,266931.0,272912.0,274650.0,274059.0,271797.0,,0.1636,0.027,-0.014,0.0225,0.0749,0.0052,0.0224,0.0064,-0.0022,-0.0083
18143,Scott County,11519.0,14643.0,17144.0,20422.0,20991.0,22960.0,24181.0,24384.0,24953.0,24844.0,24455.0,,0.2712,0.1708,0.1912,0.0279,0.0938,0.0532,0.0084,0.0233,-0.0044,-0.0157
18145,Shelby County,28026.0,34093.0,37797.0,39887.0,40307.0,43445.0,44436.0,45055.0,45414.0,44575.0,42853.0,,0.2165,0.1086,0.0553,0.0105,0.0779,0.0228,0.0139,0.008,-0.0185,-0.0386
18147,Spencer County,16174.0,16074.0,17134.0,19361.0,19490.0,20391.0,20952.0,19810.0,19631.0,18542.0,17136.0,,-0.0062,0.0659,0.13,0.0067,0.0462,0.0275,-0.0545,-0.009,-0.0555,-0.0758
18149,Starke County,15282.0,17911.0,19280.0,21997.0,22747.0,23556.0,23363.0,23371.0,22742.0,21484.0,19771.0,,0.172,0.0764,0.1409,0.0341,0.0356,-0.0082,0.0003,-0.0269,-0.0553,-0.0797
18151,Steuben County,17087.0,17184.0,20159.0,24694.0,27446.0,33214.0,34185.0,34435.0,35191.0,33953.0,32361.0,,0.0057,0.1731,0.225,0.1114,0.2102,0.0292,0.0073,0.022,-0.0352,-0.0469
18153,Sullivan County,23667.0,21721.0,19889.0,21107.0,18993.0,21751.0,21475.0,20817.0,20421.0,19226.0,17591.0,,-0.0822,-0.0843,0.0612,-0.1002,0.1452,-0.0127,-0.0306,-0.019,-0.0585,-0.085
18155,Switzerland County,7599.0,7092.0,6306.0,7153.0,7738.0,9065.0,10613.0,9737.0,10051.0,9372.0,8495.0,,-0.0667,-0.1108,0.1343,0.0818,0.1715,0.1708,-0.0825,0.0322,-0.0676,-0.0936
18157,Tippecanoe County,74473.0,89122.0,109378.0,121702.0,130598.0,148955.0,172780.0,186251.0,193495.0,197752.0,201073.0,,0.1967,0.2273,0.1127,0.0731,0.1406,0.1599,0.078,0.0389,0.022,0.0168
18159,Tipton County,15566.0,15856.0,16650.0,16819.0,16119.0,16577.0,15936.0,15359.0,14847.0,14023.0,13005.0,,0.0186,0.0501,0.0102,-0.0416,0.0284,-0.0387,-0.0362,-0.0333,-0.0555,-0.0726
18161,Union County,6412.0,6457.0,6582.0,6860.0,6976.0,7349.0,7516.0,7087.0,6707.0,6077.0,5323.0,,0.007,0.0194,0.0422,0.0169,0.0535,0.0227,-0.0571,-0.0536,-0.0939,-0.1241
18163,Vanderburgh County,160422.0,165794.0,168772.0,167515.0,165058.0,171922.0,179703.0,180136.0,179689.0,176696.0,172260.0,,0.0335,0.018,-0.0074,-0.0147,0.0416,0.0453,0.0024,-0.0025,-0.0167,-0.0251
18165,Vermillion County,19723.0,17683.0,16793.0,18229.0,16773.0,16788.0,16212.0,15439.0,15143.0,14459.0,13599.0,,-0.1034,-0.0503,0.0855,-0.0799,0.0009,-0.0343,-0.0477,-0.0192,-0.0452,-0.0595
18167,Vigo County,105160.0,108458.0,114528.0,112385.0,106107.0,105848.0,107848.0,106153.0,105210.0,102545.0,98936.0,,0.0314,0.056,-0.0187,-0.0559,-0.0024,0.0189,-0.0157,-0.0089,-0.0253,-0.0352
18169,Wabash County,29047.0,32605.0,35553.0,36640.0,35069.0,34960.0,32888.0,30976.0,29641.0,27788.0,26066.0,,0.1225,0.0904,0.0306,-0.0429,-0.0031,-0.0593,-0.0581,-0.0431,-0.0625,-0.062
18171,Warren County,8535.0,8545.0,8705.0,8976.0,8176.0,8419.0,8508.0,8440.0,8588.0,8507.0,8255.0,,0.0012,0.0187,0.0311,-0.0891,0.0297,0.0106,-0.008,0.0175,-0.0094,-0.0296
18173,Warrick County,21527.0,23577.0,27972.0,41474.0,44920.0,52383.0,59689.0,63898.0,68917.0,71876.0,74419.0,,0.0952,0.1864,0.4827,0.0831,0.1661,0.1395,0.0705,0.0785,0.0429,0.0354
18175,Washington County,16520.0,17819.0,19278.0,21932.0,23717.0,27223.0,28262.0,28182.0,28036.0,27032.0,25497.0,,0.0786,0.0819,0.1377,0.0814,0.1478,0.0382,-0.0028,-0.0052,-0.0358,-0.0568
18177,Wayne County,68566.0,74039.0,79109.0,76058.0,71951.0,71097.0,68917.0,66553.0,64775.0,62027.0,58935.0,,0.0798,0.0685,-0.0386,-0.054,-0.0119,-0.0307,-0.0343,-0.0267,-0.0424,-0.0498
18179,Wells County,19564.0,21220.0,23821.0,25401.0,25948.0,27600.0,27636.0,28180.0,29242.0,29728.0,29991.0,,0.0846,0.1226,0.0663,0.0215,0.0637,0.0013,0.0197,0.0377,0.0166,0.0088
18181,White County,18042.0,19709.0,20995.0,23867.0,23265.0,25267.0,24643.0,24688.0,25296.0,24864.0,24247.0,,0.0924,0.0652,0.1368,-0.0252,0.0861,-0.0247,0.0018,0.0246,-0.0171,-0.0248
18183,Whitley County,18828.0,20954.0,23395.0,26215.0,27651.0,30707.0,33292.0,34191.0,35333.0,35187.0,34285.0,,0.1129,0.1165,0.1205,0.0548,0.1105,0.0842,0.027,0.0334,-0.0041,-0.0256
18,Indiana,3934224.0,4662498.0,5193669.0,5490224.0,5544159.0,6080485.0,6483802.0,6785528.0,7013588.0,7121415.0,7158824.0,,0.1851,0.1139,0.0571,0.0098,0.0967,0.0663,0.0465,0.0336,0.0154,0.0053
